"Mutual_Information","Mira_Score","Mean_Distance","Brownian_Covariate","GO"
0.0465091467910554,0.0914286295766145,0.0162137132118331,0.0176870118162419,"GO:0051437"
0.0188655356887045,0.0218472839912359,0.121572852431958,0.130400990830088,"GO:0006364"
0.478599971163622,0.474638195329356,0.00660899933589339,0.00766879823080196,"GO:0030032"
0.0158083522631874,0.00961776855798208,0.00669844160660789,0.00346645261855477,"GO:0042384"
0.000898537734688638,0.000562217808287776,0.0392894741881102,0.0407938812347299,"GO:0043623"
0.695470829345748,0.649130134956223,0.427459029232157,0.42536889846021,"GO:0045666"
0.626931729457733,0.661145627866313,0.714224713742389,0.788988123312878,"GO:0045620"
0.426132048463905,0.359477411413856,0.00269494905071583,0.00101147874831977,"GO:0045665"
0.00437536482716775,0.00233705725361174,0.021109850333717,0.0668769905249241,"GO:0001570"
0.152637568200624,0.13086438384603,0.394184864813361,0.372747741940028,"GO:0010001"
0.880223117669634,0.936431126830746,0.340481067541253,0.371606034355667,"GO:0021515"
0.124621041028783,0.115296932197019,0.31222625611982,0.306922712831719,"GO:0030855"
0.343580393199994,0.268718090552697,0.255359788461808,0.316061381311833,"GO:0045444"
0.328933983133027,0.248853980777526,0.0232636260280445,0.0178816610516029,"GO:0045446"
0.750811734805221,0.755069988391062,0.374217808981914,0.289648631693128,"GO:0048663"
0.0158971822707526,0.0222193252149332,0.0104567157706285,0.00607818885404774,"GO:0010769"
0.162777423946262,0.132887130422168,0.177515372920298,0.117452595599229,"GO:0051147"
0.501656916693236,0.543013368816876,0.0980784741366213,0.0876353747397487,"GO:0051646"
0.0212310336534026,0.0350763629134301,0.145985189545216,0.0933445223897824,"GO:0034976"
0.00508872468423686,0.00915029959303236,0.100989803668422,0.0912671977217712,"GO:0034381"
0.000555872593017785,0.000277238381636953,0.292341617025589,0.242762028873852,"GO:0007283"
0.12718335440262,0.145021208021127,0.558426998996428,0.558355823560224,"GO:0002718"
0.0256786264770679,0.0130431232066886,0.428186976919947,0.424685921445744,"GO:0032649"
0.029056893822289,0.0396300538382258,0.111507581809103,0.135045222441535,"GO:0032655"
0.841833772772904,0.889613808987725,0.0462866871829474,0.0650410034930659,"GO:0032663"
0.028294088746429,0.00304953317034401,0.589964447964052,0.6722666730016,"GO:0032677"
0.00820090382030118,0.00623220198897462,0.171532601098375,0.196379475257595,"GO:0032680"
0.503862366351387,0.423993429181053,0.587810084772513,0.554984671307177,"GO:0042228"
0.06441624934912,0.0573390486970186,0.0476137704439023,0.0537921617093717,"GO:0042036"
0.14845052324519,0.200974530514085,0.368074111191862,0.443153728550191,"GO:0042108"
0.000249022895514541,9.08034693314441e-05,0.184707660896426,0.205619765178027,"GO:0006936"
0.180787643870835,0.261604043451671,0.0646195900966272,0.0313885052013263,"GO:0043500"
0.330727349437334,0.24313452992248,0.222156478793538,0.313194648505421,"GO:0008016"
0.242466294315147,0.244056980499528,0.0637403570750831,0.0363537643571915,"GO:0019229"
0.192296120303833,0.158495252224016,0.45948504876747,0.577910304092818,"GO:0007422"
0.835098053296809,0.673689785261942,0.662307249883897,0.689129046267114,"GO:0035272"
0.000250935419492831,0.000920986989752048,0.15558184384817,0.102710230862069,"GO:0048483"
0.470763255365209,0.39456940324696,0.109755397007352,0.162867755881976,"GO:0001662"
0.00960623419986649,0.00578604895408335,0.00373709721172911,0.00269336290323656,"GO:0045580"
0.0349556388829836,0.0436219155326352,0.186014361869191,0.159676513218349,"GO:0030500"
0.0624469383120851,0.0854584846844917,0.0771779934883852,0.110285098117441,"GO:0048754"
0.614294291788308,0.657514640433135,0.821731464435304,0.772317125197725,"GO:0042476"
0.225408428078111,0.124322111423168,0.12524897288205,0.0833026313124632,"GO:0048705"
0.00548965571759943,0.00371601956916059,0.531856508882935,0.505212616137386,"GO:0016331"
0.0167147047798115,0.0466774090640092,0.477096201160592,0.500282125170195,"GO:0000578"
0.330134163992165,0.23805422870858,0.011030085209987,0.0351792562385259,"GO:0007379"
0.851964534468367,0.812027004732724,0.413226210731302,0.450783376670306,"GO:0009952"
0.899861714370233,0.895944752652072,0.562076489047047,0.527411956217866,"GO:0009953"
0.209738591461713,0.257400817542839,0.485306872965208,0.474953083892465,"GO:0009954"
0.691633436251259,0.652820478263345,0.32444253853723,0.322105205318088,"GO:0021511"
0.213718119261841,0.136088516344102,0.788342091551837,0.861884091672155,"GO:0021532"
0.00467499687582967,0.00351667852620349,0.356160022179095,0.309268519357121,"GO:0007492"
0.119980056574016,0.0704760010301463,0.0488763654929833,0.0423036824836061,"GO:0007498"
0.00410323763062449,0.00786760196394766,0.0614821620242566,0.144005097544308,"GO:0008544"
0.646824618217177,0.679104201132517,0.207636978492504,0.205097667492264,"GO:0051216"
0.0955883539011947,0.0874230636019237,0.218253017753044,0.153419627983581,"GO:0021545"
0.0405543209386024,0.0319492174365076,0.0253928560674735,0.0216228498052682,"GO:0001822"
0.0130098812571867,0.0106999568488317,0.00220135695080393,0.00213162133580676,"GO:0001889"
0.0305051411626621,0.0148927152006,0.00361105209822244,0.00203105516784852,"GO:0001890"
0.0117860832082873,0.0157543560217587,0.0319468125357614,0.0370023583523557,"GO:0007420"
0.0306470225414745,0.0275649814177688,0.0223044564249935,0.0275767440828895,"GO:0007507"
0.000293575083926633,0.000103950576774797,0.0111036992753295,0.00392407929525782,"GO:0007517"
0.0455851365322014,0.0291094184891502,0.087091304205515,0.063626408233607,"GO:0030324"
0.441935429627385,0.409790034043225,0.112705979127529,0.109893932932424,"GO:0031016"
0.0933072915167335,0.0804665688834088,0.271970775593432,0.228899798708368,"GO:0048565"
0.518711294390463,0.540370582138349,0.1080534015488,0.132290140141264,"GO:0001764"
0.320215180585032,0.38318481963122,0.0694434956698242,0.0713425032649778,"GO:0006929"
0.0142136292581319,0.014584160043891,0.695257932785076,0.621852937170685,"GO:0014812"
0.450630293591489,0.409276938673522,0.528578782872132,0.477211919066377,"GO:0002793"
0.314652222194006,0.185289131986399,0.0645405332351188,0.0584505986024798,"GO:0032890"
0.273854100644993,0.303368332349271,0.187723061421447,0.161308647728869,"GO:0051952"
0.00209502195686335,0.00521933427399094,0.00443321453769655,0.00141626221479143,"GO:0043433"
0.102764691636272,0.0747571318331932,0.341169212240575,0.373420814444424,"GO:0042742"
0.000413157442096444,0.0011230207525079,0.0478393157441557,0.0156660809634625,"GO:0006954"
0.0163955358985571,0.020429674535065,0.00740979756495047,0.0187982601229124,"GO:0006968"
0.247773902310363,0.283760211847742,0.251978344029669,0.356187454811762,"GO:0032496"
0.241050972976711,0.153592793847638,0.212470044024987,0.253466272893822,"GO:0010212"
0.832064786172192,0.718572914319331,0.428187502141875,0.481679228645253,"GO:0014075"
0.00156785448352258,0.0015493238903779,0.177414588638737,0.150926646898937,"GO:0014070"
0.237697873829543,0.21913253341106,0.0410380228421407,0.0278827306184713,"GO:0034097"
0.00767701047599342,0.0059070224681165,0.159444666004682,0.104994000291569,"GO:0043279"
0.128327788912728,0.15224662288199,0.127884386950181,0.0664093105529859,"GO:0043331"
0.56528709054579,0.476114895746631,0.159320320497496,0.123877946980583,"GO:0045471"
0.228432652187946,0.239340744498849,0.336080949850621,0.309089013085487,"GO:0051591"
2.71759660829936e-05,0.0014747083008409,0.0411166655969824,0.0118109534778676,"GO:0010038"
0.00802148820755544,0.0127053683236542,0.0584405767662112,0.0625623679271671,"GO:0008105"
0.635002464970959,0.552512227788327,0.0169981000876453,0.0127166114801057,"GO:0019915"
0.350515938978274,0.344507244372188,0.493014761026826,0.545895115530366,"GO:0046717"
